SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
UTIDFP29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - DPFDOPO,MF,11-JUN-2018,10,1,INF789FC12U9,10
UTIDFP29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -DPFDOPO,MF,21-JUN-2018,10,1,INF789FC12X3,10
UTIDFP30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)-DP-FDP,MF,19-SEP-2018,10,1,INF789F1AAF6,10
UTIDFP30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-DPFDPO,MF,05-OCT-2018,10,1,INF789F1AAP5,10
UTIDFP32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-DP-FDP,MF,25-JUN-2019,10,1,INF789F1ALX6,10
UTIDFP32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - DPFDPO,MF,11-JUL-2019,10,1,INF789F1AMH7,10
UTIDFP33P1,UTI Mutual Fund - UTI FTIF Series XXXIII-I (1135D) - DPFDPO,MF,19-MAR-2020,10,1,INF789F1ARB9,10
UTIDGR29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - DPGO,MF,25-MAY-2018,10,1,INF789FC19R0,10
UTIDGR29P4,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXIX DPG,MF,21-MAY-2018,10,1,INF789FC19S8,10
UTIDGR29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - DPGO,MF,11-JUN-2018,10,1,INF789FC11U1,10
UTIDGR29P6,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Sr XXIX Plan VI - DPG,MF,04-JUN-2018,10,1,INF789FC11V9,10
UTIDGR29P7,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VII -DPGO,MF,13-JUN-2018,10,1,INF789FC11W7,10
UTIDGR29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -DPGO,MF,21-JUN-2018,10,1,INF789FC11X5,10
UTIDGR29P9,UTI-Fixed Term Income Fund ¿ Series XXIX Plan IX - DPG,MF,09-JUL-2018,10,1,INF789FC11Y3,10
UTIDGR30P1,UTI MF-UTI-Fixed Term Income Fund - Series XXX Plan I (1104) DPG,MF,30-AUG-2018,10,1,INF789F1A702,10
UTIDGR30P2,UTI Mutual Fund - UTI-FTIF-Sr XXX Plan II (1107 days)- DPGO,MF,28-AUG-2018,10,1,INF789F1A942,10
UTIDGR30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)-DP-G,MF,19-SEP-2018,10,1,INF789F1AAE9,10
UTIDGR30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-DPGO,MF,05-OCT-2018,10,1,INF789F1AAL4,10
UTIDGR30P5,UTI Mutual Fund - UTI-FTIF - Series XXX Plan V (1135 days) - DPGO,MF,25-SEP-2018,10,1,INF789F1AAV3,10
UTIDGR30P6,UTI Mutual Fund - UTI-FITF - Series XXX Plan VI-DP-GO,MF,22-OCT-2018,10,1,INF789F1ABF4,10
UTIDGR30P8,UTI-Fixed Term Income Fund ¿ Series XXX - VIII (1286 days)-DP-G,MF,19-OCT-2018,10,1,INF789F1ACJ4,10
UTIDGR30P9,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan IX (1266 days) - DPGO,MF,09-NOV-2018,10,1,INF789F1ABZ2,10
UTIDGR30PX,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan X (1267 days) - DPG,MF,05-NOV-2018,10,1,INF789F1ADL8,10
UTIDGR32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-DP-G,MF,25-JUN-2019,10,1,INF789F1ALT4,10
UTIDGR32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - DPG,MF,11-JUL-2019,10,1,INF789F1AMD6,10
UTIDGR33P1,UTI Mutual Fund - UTI FTIF Series XXXIII-I (1135D) - DPG,MF,19-MAR-2020,10,1,INF789F1ARA1,10
UTIDMP29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - DPMDPO,MF,25-MAY-2018,10,1,INF789FC18R2,10
UTIDMP29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - DPMDPO,MF,11-JUN-2018,10,1,INF789FC10U3,10
UTIDMP29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -DPMDPO,MF,21-JUN-2018,10,1,INF789FC10X7,10
UTIDMP29P9,UTI-Fixed Term Income Fund ¿ Series XXIX Plan IX - DPMDP,MF,09-JUL-2018,10,1,INF789FC10Y5,10
UTIDMP30P1,UTI MF-UTI-Fixed Term Income Fund - Series XXX Plan I (1104) DP-MDP,MF,30-AUG-2018,10,1,INF789F1A694,10
UTIDMP30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)- DP-MDP,MF,19-SEP-2018,10,1,INF789F1AAD1,10
UTIDMP30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-DPMDPO,MF,05-OCT-2018,10,1,INF789F1AAO8,10
UTIDMP30P5,UTI Mutual Fund - UTI-FTIF - Series XXX Plan V (1135 days) - DPMDPO,MF,25-SEP-2018,10,1,INF789F1AAY7,10
UTIDMP30P6,UTI Mutual Fund - UTI-FITF - Series XXX Plan VI-DP-MDPO,MF,22-OCT-2018,10,1,INF789F1ABI8,10
UTIDMP30P9,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan IX (1266 days) - DPMDPO,MF,09-NOV-2018,10,1,INF789F1ACC9,10
UTIDMP32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-DP-MDP,MF,25-JUN-2019,10,1,INF789F1ALW8,10
UTIDMP33P1,UTI Mutual Fund - UTI FTIF Series XXXIII-I (1135D) - DPMDPO,MF,19-MAR-2020,10,1,INF789F1AQZ0,10
UTIDQP29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - DPQDPO,MF,25-MAY-2018,10,1,INF789FC16R6,10
UTIDQP29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - DPQDPO,MF,11-JUN-2018,10,1,INF789FC18T8,10
UTIDQP29P7,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VII - DPQDPO,MF,13-JUN-2018,10,1,INF789FC18V4,10
UTIDQP29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -DPQDPO,MF,21-JUN-2018,10,1,INF789FC18W2,10
UTIDQP29P9,UTI-Fixed Term Income Fund ¿ Series XXIX Plan IX - DPQDP,MF,09-JUL-2018,10,1,INF789FC18X0,10
UTIDQP30P1,UTI MF-UTI-Fixed Term Income Fund - Series XXX Plan I (1104) DP-QDP,MF,30-AUG-2018,10,1,INF789F1A678,10
UTIDQP30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)-DP-QDP,MF,19-SEP-2018,10,1,INF789F1AAB5,10
UTIDQP30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-DPQDPO,MF,05-OCT-2018,10,1,INF789F1AAM2,10
UTIDQP30P6,UTI Mutual Fund- UTI-FTIF- Series XXX Plan VI-DP-QDPO,MF,22-OCT-2018,10,1,INF789F1ABG2,10
UTIDQP30P9,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan IX (1266 days) - DPQDPO,MF,09-NOV-2018,10,1,INF789F1ACA3,10
UTIDQP30PX,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan X (1267 days) - DPQDPO,MF,05-NOV-2018,10,1,INF789F1ADM6,10
UTIDQP32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-DP-QDP,MF,25-JUN-2019,10,1,INF789F1ALU2,10
UTIDQP32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - DPQDPO,MF,11-JUL-2019,10,1,INF789F1AME4,10
UTIDQP33P1,UTI Mutual Fund - UTI FTIF Series XXXIII-I (1135D) - DPQDPO,MF,19-MAR-2020,10,1,INF789F1AQX5,10
UTIRAP29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - RPADPO,MF,25-MAY-2018,10,1,INF789FC12R5,10
UTIRAP29P4,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXIX RPADP,MF,21-MAY-2018,10,1,INF789FC12S3,10
UTIRAP29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - RPADPO,MF,11-JUN-2018,10,1,INF789FC14T7,10
UTIRAP29P6,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Sr XXIX Plan VI - RPADP,MF,04-JUN-2018,10,1,INF789FC14U5,10
UTIRAP29P7,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VII -RPADPO,MF,13-JUN-2018,10,1,INF789FC14V3,10
UTIRAP29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -RPADPO,MF,21-JUN-2018,10,1,INF789FC14W1,10
UTIRAP29P9,UTI-Fixed Term Income Fund ¿ Series XXIX Plan IX - RPADP,MF,09-JUL-2018,10,1,INF789FC14X9,10
UTIRAP30P1,UTI MF-UTI-Fixed Term Income Fund - Series XXX Plan I (1104) RP-ADP,MF,30-AUG-2018,10,1,INF789F1A637,10
UTIRAP30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)- RP-ADP,MF,19-SEP-2018,10,1,INF789F1A975,10
UTIRAP30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-RPADPO,MF,05-OCT-2018,10,1,INF789F1AAI0,10
UTIRAP30P6,UTI Mutual Fund - UTI-FTIF- Series XXX Plan VI-RP-ADPO,MF,22-OCT-2018,10,1,INF789F1ABC1,10
UTIRAP30P9,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan IX (1266 days) - RPADPO,MF,09-NOV-2018,10,1,INF789F1ABW9,10
UTIRAP30PX,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan X (1267 days) - RPADPO,MF,05-NOV-2018,10,1,INF789F1ADI4,10
UTIRAP32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-RP-ADP,MF,25-JUN-2019,10,1,INF789F1ALQ0,10
UTIRAP32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - RPADPO,MF,11-JUL-2019,10,1,INF789F1AMA2,10
UTIRAP33P1,UTI Mutual Fund - UTI FTIF Series XXXIII-I (1135D) - RPADPO,MF,19-MAR-2020,10,1,INF789F1AQT3,10
UTIRFP29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - RPFDOPO,MF,11-JUN-2018,10,1,INF789FC17T0,10
UTIRFP29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -RPFDOPO,MF,21-JUN-2018,10,1,INF789FC17W4,10
UTIRFP30P1,UTI MF-UTI-Fixed Term Income Fund - Series XXX Plan I (1104) RP-FDP,MF,30-AUG-2018,10,1,INF789F1A660,10
UTIRFP30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)-RP-FDP,MF,19-SEP-2018,10,1,INF789F1AAA7,10
UTIRFP30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-RPFDPO,MF,05-OCT-2018,10,1,INF789F1AAK6,10
UTIRFP30P9,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan IX (1266 days) - RPFDPO,MF,09-NOV-2018,10,1,INF789F1ABY5,10
UTIRFP32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - RPFDPO,MF,11-JUL-2019,10,1,INF789F1AMC8,10
UTIRGR29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - RPGO,MF,25-MAY-2018,10,1,INF789FC14R1,10
UTIRGR29P4,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXIX RPG,MF,21-MAY-2018,10,1,INF789FC14S9,10
UTIRGR29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - RPGO,MF,11-JUN-2018,10,1,INF789FC16T2,10
UTIRGR29P6,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Sr XXIX Plan VI-RPG,MF,04-JUN-2018,10,1,INF789FC16U0,10
UTIRGR29P7,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VII -RPGO,MF,13-JUN-2018,10,1,INF789FC16V8,10
UTIRGR29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -RPGO,MF,21-JUN-2018,10,1,INF789FC16W6,10
UTIRGR29P9,UTI-Fixed Term Income Fund ¿ Series XXIX Plan IX - RPG,MF,09-JUL-2018,10,1,INF789FC16X4,10
UTIRGR30P1,UTI MF-UTI-Fixed Term Income Fund - Series XXX Plan I (1104) RPG,MF,30-AUG-2018,10,1,INF789F1A652,10
UTIRGR30P2,UTI Mutual Fund - UTI-FTIF-Sr XXX Plan II (1107 days)- RPGO,MF,28-AUG-2018,10,1,INF789F1A892,10
UTIRGR30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)- RP-G,MF,19-SEP-2018,10,1,INF789F1A991,10
UTIRGR30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-RPGO,MF,05-OCT-2018,10,1,INF789F1AAG4,10
UTIRGR30P5,UTI Mutual Fund - UTI-FTIF - Series XXX Plan V (1135 days) - RPGO,MF,25-SEP-2018,10,1,INF789F1AAQ3,10
UTIRGR30P6,UTI Mutual Fund - UTI-FITF - Series XXX Plan VI-RP-GO,MF,22-OCT-2018,10,1,INF789F1ABA5,10
UTIRGR30P8,UTI-Fixed Term Income Fund ¿ Series XXX - VIII (1286 days)-RP-G,MF,19-OCT-2018,10,1,INF789F1ACE5,10
UTIRGR30P9,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan IX (1266 days) - RPGO,MF,09-NOV-2018,10,1,INF789F1ABU3,10
UTIRGR30PX,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan X (1267 days) - RPG,MF,05-NOV-2018,10,1,INF789F1ADG8,10
UTIRGR32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-RP-G,MF,25-JUN-2019,10,1,INF789F1ALO5,10
UTIRGR32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - RPG,MF,11-JUL-2019,10,1,INF789F1ALY4,10
UTIRGR33P1,UTI Mutual Fund - UTI FTIF Series XXXIII-I (1135D) - RPG,MF,19-MAR-2020,10,1,INF789F1AQV9,10
UTIRMP29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - RPMDPO,MF,25-MAY-2018,10,1,INF789FC13R3,10
UTIRMP29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - RPMDPO,MF,11-JUN-2018,10,1,INF789FC15T4,10
UTIRMP29P9,UTI-Fixed Term Income Fund ¿ Series XXIX Plan IX - RPMDP,MF,09-JUL-2018,10,1,INF789FC15X6,10
UTIRMP30P1,UTI MF-UTI-Fixed Term Income Fund - Series XXX Plan I (1104) RP-MDP,MF,30-AUG-2018,10,1,INF789F1A645,10
UTIRMP30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)- RP-MDP,MF,19-SEP-2018,10,1,INF789F1A983,10
UTIRMP30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-RPMDPO,MF,05-OCT-2018,10,1,INF789F1AAJ8,10
UTIRMP30P6,UTI Mutual Fund- UTI-FITF - Series XXX Plan VI-RP-MDPO,MF,22-OCT-2018,10,1,INF789F1ABD9,10
UTIRMP30P9,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan IX (1266 days) - RPMDPO,MF,09-NOV-2018,10,1,INF789F1ABX7,10
UTIRMP32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-RP-MDP,MF,25-JUN-2019,10,1,INF789F1ALR8,10
UTIRMP32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - RPMDPO,MF,11-JUL-2019,10,1,INF789F1AMB0,10
UTIRMP33P1,UTI Mutual Fund - UTI FTIF Series XXXIII-I (1135D) - RPMDPO,MF,19-MAR-2020,10,1,INF789F1AQU1,10
UTIRQP29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - RPQDPO,MF,25-MAY-2018,10,1,INF789FC11R7,10
UTIRQP29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - RPQDPO,MF,11-JUN-2018,10,1,INF789FC13T9,10
UTIRQP29P7,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VII -RPQDPO,MF,13-JUN-2018,10,1,INF789FC13V5,10
UTIRQP29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -RPQDPO,MF,21-JUN-2018,10,1,INF789FC13W3,10
UTIRQP29P9,UTI-Fixed Term Income Fund ¿ Series XXIX Plan IX - RPQDP,MF,09-JUL-2018,10,1,INF789FC13X1,10
UTIRQP30P1,UTI MF-UTI-Fixed Term Income Fund - Series XXX Plan I (1104) RP-QDP,MF,30-AUG-2018,10,1,INF789F1A629,10
UTIRQP30P2,UTI Mutual Fund - UTI-FTIF-Sr XXX Plan II (1107 days)- RPQDPO,MF,28-AUG-2018,10,1,INF789F1A868,10
UTIRQP30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)-RP-QDP,MF,19-SEP-2018,10,1,INF789F1A967,10
UTIRQP30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-RPQDPO,MF,05-OCT-2018,10,1,INF789F1AAH2,10
UTIRQP30P5,UTI Mutual Fund - UTI-FTIF - Series XXX Plan V (1135 days) - RPQDPO,MF,25-SEP-2018,10,1,INF789F1AAR1,10
UTIRQP30P6,UTI Mutual Fund - UTI-FTIF - Series XXX Plan VI -RP-QDPO,MF,22-OCT-2018,10,1,INF789F1ABB3,10
UTIRQP30P9,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan IX (1266 days) - RPQDPO,MF,09-NOV-2018,10,1,INF789F1ABV1,10
UTIRQP30PX,UTI Mutual Fund - UTI-FTIF - Sr XXX Plan X (1267 days) - RPQDPO,MF,05-NOV-2018,10,1,INF789F1ADH6,10
UTIRQP32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-RP-QDP,MF,25-JUN-2019,10,1,INF789F1ALP2,10
UTIRQP32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - RPQDPO,MF,11-JUL-2019,10,1,INF789F1ALZ1,10
UTIRQP33P1,UTI Mutual Fund - UTI FTIF Series XXXIII-I (1135D) - RPQDPO,MF,19-MAR-2020,10,1,INF789F1AQS5,10
UTRAP29P13,UTI-Fixed Term Income Fund ¿ Series XXIX- Plan XIII - RPADP,MF,24-JUL-2018,10,1,INF789F1A058,10
UTRAP30P12,UTI Mutual Fund-UTI-FTIF-Sr XXX Plan XII (1254 days)-RPADPO,MF,04-DEC-2018,10,1,INF789F1AEC5,10
UTRAP30P13,UTI Mutual Fund - UTI-FTIF - Series XXX Plan XIII - RPADP,MF,19-DEC-2018,10,1,INF789F1AEM4,10
UTRAP30P14,UTI Mutual Fund - UTI-FTIF - Series XXX-XIV (1209 D)-RPADPO,MF,03-JAN-2019,10,1,INF789F1AEW3,10
UTRAP30PXI,UTI-Fixed Term Income Fund - Series XXX Plan XI (1246 days)-RP-ADPP,MF,04-DEC-2018,10,1,INF789F1ADS3,10
UTRAP31P02,UTI-Fixed Term Income Fund-Series XXXI-II(1222D)-RP-ADPO,MF,25-JAN-2019,10,1,INF789F1AGB2,10
UTRAP31P03,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -III (1174 days)-RPADPO,MF,07-FEB-2019,10,1,INF789F1AGP2,10
UTRAP31P04,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IV - RPADPO,MF,12-FEB-2019,10,1,INF789F1AGY4,10
UTRAP31P05,UTI-Fixed Term Income Fund ¿ Series XXXI- V (1174D)-RP-ADPO,MF,28-FEB-2019,10,1,INF789F1AHJ3,10
UTRAP31P07,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VII (1155) - RPADPO,MF,19-MAR-2019,10,1,INF789F1AIE2,10
UTRAP31P09,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IX (1168D)-RPADPO,MF,02-APR-2019,10,1,INF789F1AIY0,10
UTRAP31P11,UTI Mutual Fund-UTI-FTIF¿ Series XXXI-XI (1169 days)-RPADP,MF,02-APR-2019,10,1,INF789F1AJS0,10
UTRAP31P12,UTI-Fixed Term Income Fund Series XXXI-XII (1148 day)-RP-ADPO,MF,24-APR-2019,10,1,INF789F1AKC2,10
UTRAP31P14,UTI-Fixed Term Income Fund-SeriesXXXI-XIV(1111D)-RP-ADPO,MF,30-MAY-2019,10,1,INF789F1AKW0,10
UTRAP31P15,UTI MF-UTI-Fixed Term Income Fund¿Series XXXI-XV (1099 Days)-RP-ADP,MF,12-JUN-2019,10,1,INF789F1ALG1,10
UTRFP29P13,UTI-Fixed Term Income Fund ¿ Series XXIX- Plan XIII - RPFDP,MF,24-JUL-2018,10,1,INF789F1A082,10
UTRFP30P12,UTI Mutual Fund-UTI-FTIF-Sr XXX Plan XII (1254 days)-RPFDPO,MF,04-DEC-2018,10,1,INF789F1AEE1,10
UTRFP30P13,UTI Mutual Fund - UTI-FTIF - Series XXX Plan XIII - RPFDP,MF,19-DEC-2018,10,1,INF789F1AEO0,10
UTRFP30P14,UTI Mutual Fund - UTI-FTIF - Series XXX-XIV (1209 D)-RPFDPO,MF,03-JAN-2019,10,1,INF789F1AEY9,10
UTRFP30PXI,UTI-Fixed Term Income Fund - Series XXX Plan XI (1246 days)-RP-FDPP,MF,04-DEC-2018,10,1,INF789F1ADU9,10
UTRFP31P02,UTI-Fixed Term Income Fund-Series XXXI-II(1222D)-RP-FDPO,MF,25-JAN-2019,10,1,INF789F1AGD8,10
UTRFP31P03,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -III (1174 days)-RPFDPO,MF,07-FEB-2019,10,1,INF789F1AGR8,10
UTRFP31P07,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VII (1155) - RPFDPO,MF,19-MAR-2019,10,1,INF789F1AIG7,10
UTRFP31P08,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VIII (1153 D) - RPFDPO,MF,14-MAR-2019,10,1,INF789F1AIQ6,10
UTRFP31P14,UTI-Fixed Term Income Fund-SeriesXXXI-XIV(1111D)-RP-FDPO,MF,30-MAY-2019,10,1,INF789F1AKY6,10
UTRFP31P15,UTI MF-UTI-Fixed Term Income Fund¿Series XXXI-XV (1099 Days)-RP-FDP,MF,12-JUN-2019,10,1,INF789F1ALI7,10
UTRGR29P11,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan XI - RPGO,MF,06-JUL-2018,10,1,INF789FC16Z9,10
UTRGR29P13,UTI-Fixed Term Income Fund ¿ Series XXIX- Plan XIII - RPG,MF,24-JUL-2018,10,1,INF789F1A074,10
UTRGR29P14,UTI-Fixed Term Income Fund ¿ Series XXIX Plan XIV - RPG,MF,13-JUL-2018,10,1,INF789F1A272,10
UTRGR29P15,UTI-Fixed Term Income Fund ¿ Series XXIX Plan XV - RPG,MF,20-JUL-2018,10,1,INF789F1A371,10
UTRGR30P12,UTI Mutual Fund-UTI-FTIF-Sr XXX Plan XII (1254 days)-RPGO,MF,04-DEC-2018,10,1,INF789F1AEA9,10
UTRGR30P13,UTI Mutual Fund - UTI-FTIF - Series XXX Plan XIII - RPG,MF,19-DEC-2018,10,1,INF789F1AEK8,10
UTRGR30P14,UTI Mutual Fund - UTI-FTIF - Series XXX-XIV (1209 D)-RPG,MF,03-JAN-2019,10,1,INF789F1AEU7,10
UTRGR30P15,UTI MF-UTI-Fixed Term Income Fund-Series XXX-XV (1223 days)-RP-G,MF,20-DEC-2018,10,1,INF789F1AFE8,10
UTRGR30PXI,UTI-Fixed Term Income Fund - Series XXX Plan XI (1246 days)RP-GP,MF,04-DEC-2018,10,1,INF789F1ADQ7,10
UTRGR31P01,UTI Mutual Fund - UTI-FTIF¿Series XXXI Plan I (1209 days) - RPG,MF,03-JAN-2019,10,1,INF789F1AFO7,10
UTRGR31P02,UTI-Fixed Term Income Fund-Series XXXI-II(1222D)-RP-GO,MF,25-JAN-2019,10,1,INF789F1AFY6,10
UTRGR31P03,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -III (1174 days)-RPG,MF,07-FEB-2019,10,1,INF789F1AGN7,10
UTRGR31P04,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IV - RPG,MF,12-FEB-2019,10,1,INF789F1AGX6,10
UTRGR31P05,UTI-Fixed Term Income Fund ¿ Series XXXI- V (1174D)-RP-G,MF,28-FEB-2019,10,1,INF789F1AHH7,10
UTRGR31P06,UTI Mutual Fund - UTI-FTIF ¿ Sr XXXI - VI 1167D- RPG,MF,08-MAR-2019,10,1,INF789F1AHS4,10
UTRGR31P07,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VII (1155) - RPGO,MF,19-MAR-2019,10,1,INF789F1AIC6,10
UTRGR31P08,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VIII (1153 D) - RPG,MF,14-MAR-2019,10,1,INF789F1AIP8,10
UTRGR31P09,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IX (1168D)-RPG,MF,02-APR-2019,10,1,INF789F1AIW4,10
UTRGR31P10,UTI-Fixed Term Income Fund ¿ Series XXXI Plan X (1168D)RP-GO,MF,27-MAR-2019,10,1,INF789F1AJG5,10
UTRGR31P11,UTI Mutual Fund-UTI-FTIF¿ Series XXXI-XI (1169 days)-RPG,MF,02-APR-2019,10,1,INF789F1AJQ4,10
UTRGR31P12,UTI-Fixed Term Income Fund Series XXXI-XII (1148 day)-RP-G,MF,24-APR-2019,10,1,INF789F1AKA6,10
UTRGR31P13,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI-XIII (1127D) - RPG,MF,13-MAY-2019,10,1,INF789F1AKK5,10
UTRGR31P14,UTI-Fixed Term Income Fund-SeriesXXXI-XIV(1111D)-RP-GO,MF,30-MAY-2019,10,1,INF789F1AKU4,10
UTRGR31P15,UTI MF-UTI-Fixed Term Income Fund¿Series XXXI-XV (1099 Days)-RP-G,MF,12-JUN-2019,10,1,INF789F1ALE6,10
UTRMP29P13,UTI-Fixed Term Income Fund ¿ Series XXIX- Plan XIII - RPMDP,MF,24-JUL-2018,10,1,INF789F1A066,10
UTRMP29P14,UTI-Fixed Term Income Fund ¿ Series XXIX Plan XIV - RPMDP,MF,13-JUL-2018,10,1,INF789F1A264,10
UTRMP30P12,UTI Mutual Fund-UTI-FTIF-Sr XXX Plan XII (1254 days)-RPMDPO,MF,04-DEC-2018,10,1,INF789F1AED3,10
UTRMP30P13,UTI Mutual Fund - UTI-FTIF - Series XXX Plan XIII - RPMDP,MF,19-DEC-2018,10,1,INF789F1AEN2,10
UTRMP30P14,UTI Mutual Fund - UTI-FTIF - Series XXX-XIV (1209 D)-RPMDPO,MF,03-JAN-2019,10,1,INF789F1AEX1,10
